,name,region,Published,End
5577,Autosal Salinometer,Texas,06/24/2021,07/07/2021
5578,Re-Bid MBC Systems Furniture,Minnesota,06/24/2021,07/07/2021
5579,Contractual price agreement labor and materials for routine and emergency plumbing maintenance services,Massachusetts,06/24/2021,07/08/2021
5580,FUEL,Illinois,06/24/2021,07/07/2021
5581,GRAIN PRODUCTS,Illinois,06/24/2021,07/07/2021
5582,Aluminum Box Culvert,North Carolina,06/24/2021,07/07/2021
5583,Crackseal,Massachusetts,06/24/2021,07/08/2021
5584,On-call Hourly Rate Plumbing Service for Hudson Public Schools,Massachusetts,06/24/2021,07/07/2021
5585,On-call Hourly Rate Electrical Service for Hudson Public Schools,Massachusetts,06/24/2021,07/07/2021
5586,Disposal of obsolete/unused property,Illinois,06/24/2021,07/02/2021
5587,"Remove and replace 12.5 ton air handler, hot water coil and condenser at Seventy-First High School in Fayetteville",North Carolina,06/24/2021,07/12/2021
5588,Admin Ofﬁce Stormwater Ejector Improvements,Illinois,06/24/2021,Not Stated
5589,Door Assembly Coupler for SL4 Railcar Fleet,Pennsylvania,06/24/2021,07/06/2021
5590,Miscellaneous Road Materials and Aggregates,Massachusetts,06/24/2021,07/08/2021
5591,Brooms and Brushes,North Carolina,06/24/2021,07/07/2021
5592,"On-call Irrigation System Maintenance, Repair and Installation Services",Massachusetts,06/24/2021,07/08/2021
5593,Soffit and Fascia Repair and Painting at the Studley Elementary School,Massachusetts,06/24/2021,07/08/2021
5594,PFAS Treatment Systems-Mill Pond Water Treatment Plant,Massachusetts,06/24/2021,07/08/2021
5595,Upgrades to the existing Chilson Park playground on Beaver Street in the Town of Franklin,Massachusetts,06/24/2021,07/08/2021
5596,Catch Basin Cleaning Throughout Town,Massachusetts,06/24/2021,07/08/2021
5597,E&P Project 2019-10035 Mulberry & Agg Drainage Improvements,Texas,06/24/2021,07/08/2021
5598,Corrugated Aluminized Pipe,North Carolina,06/24/2021,07/07/2021
5599,Security System Installation,Massachusetts,06/24/2021,07/07/2021
5600,Wide Area Mower,Iowa,06/24/2021,07/07/2021
5601,Nicholas Conservatory Service Drive Repairs,Illinois,06/24/2021,07/07/2021
5602,House Roof Replacement,Colorado,06/24/2021,07/07/2021
5603,STATUE MAINTENANCE AT THE OCEANFRONT,Virginia,06/24/2021,07/07/2021
5604,PARTIAL ROADWAY REPLACEMENT,Illinois,06/24/2021,07/07/2021
5605,Sidney Roof Replacement,Maine,06/24/2021,07/20/2021
5606,"Plumbing Supplies, Accessories, and Related Items",Oklahoma,06/24/2021,07/07/2021
5607,Floor tile removal and seamless floor installation,Massachusetts,06/24/2021,07/07/2021
5608,Truck Driver Training Simulators,Illinois,06/24/2021,07/02/2021
5609,WILLIAMS BUILDING CRITICAL NETWORK REMODEL,Utah,06/24/2021,07/08/2021
5610,South Shore Country Club Maintenance Facility Sitework,Massachusetts,06/24/2021,07/15/2021
5611,WS9813 – Main Street Water Main Replacement – Phase II,Illinois,06/24/2021,07/07/2021
5612,Sidewalk Improvements CIP No. SW2201,Illinois,06/24/2021,07/07/2021
5613,VARIOUS FACILITIES - RE-ROOFING,Alabama,06/24/2021,07/14/2021
5614,WS0803 – Hunt Road Water Main Replacement,Illinois,06/24/2021,07/07/2021
5615,New Judges Orientation Room Block,California,06/24/2021,07/07/2021
5616,"Floor tile asbestos remediation, removal and disposal",Massachusetts,06/24/2021,07/07/2021
5617,Envelopes QVL - Additional Vendors - Missouri Vocational Enterprises,Missouri,06/24/2021,07/07/2021
5618,Dell PowerEdge R640 Servers,Florida,06/24/2021,Not Stated
5619,Residential Solid Waste Collection,Illinois,06/24/2021,07/16/2021
5620,Benchtop Automated DNA Extraction Instrument,Alabama,06/24/2021,07/07/2021
5621,"Food, Non-food, Produce, Milk and Bread",Illinois,06/24/2021,07/01/2021
5622,"Columbia Street road reconstruction, excavation, concrete road base removal, grading and compacting, gravel base, and more",Massachusetts,06/24/2021,07/07/2021
5623,SOUTH CLEARWELL BASIN ROOF REPLACEMENT AND STRUCTURAL AND MECHANICAL BETTERMENT at QUEEN LANE WATER TREATMENT PLANT,Pennsylvania,06/24/2021,07/20/2021
5624,2021 Roadway Rehabilitation and Related Work,Massachusetts,06/24/2021,07/07/2021
5625,PW Bid for 2077 - Sludge Force Main Addition at Schuylkill River Crossing,Pennsylvania,06/24/2021,07/13/2021
5626,Ready Mix Concrete Annual Bid,New Mexico,06/24/2021,07/06/2021
5627,Minor Scopes of Work –Athletic Flooring and LVT Flooring,Illinois,06/24/2021,07/06/2021
5628,Engineering Services for the Design of Landfill Gas (LFG) Extraction Wells in Phase 2 & 3 at the California Street Landfill,California,06/24/2021,07/07/2021
5629,Little Bushkill Stream Restoration Project – Phase I,Pennsylvania,06/24/2021,07/23/2021
5630,Deck Repair 702 12th Avenue,Illinois,06/24/2021,07/02/2021
5631,SARATOGA JANITORIAL SUPPLIES,New York,06/24/2021,07/01/2021
5632,LOS ANGELES REGIONAL INTEROPERABLE COMMUNICATIONS SYSTEM (LA-RICS) AUTHORITY LAND MOBILE RADIO (LMR) ENGINEERING DESIGN AND RELATED SERVICES,California,06/24/2021,07/19/2021
5633,2021 4WD 3/4 ton pick-up truck,Illinois,06/24/2021,Not Stated
5634,East and West Automatic Door Project,Illinois,06/24/2021,07/19/2021
5635,Tier III Small Group Instruction Mathematics Intervention Program Instructional Materials,Michigan,06/24/2021,07/14/2021
5636,Third-Party Medical Billing Services,New Jersey,06/24/2021,07/07/2021
5637,SBR Tank Coating Project,Pennsylvania,06/24/2021,07/14/2021
5638,Periodicals & Related Item Subscription Services,Arizona,06/24/2021,07/12/2021
5639,Courtesy Dock Barren River State Resort Park Lucas,Kentucky,06/24/2021,07/13/2021
5640,Snow and Ice Management - Vehicle Use Areas,Kentucky,06/24/2021,07/21/2021
5641,2021 Hartzell Road TH-63 Resurfacing Project,Ohio,06/24/2021,07/12/2021
5642,Alburgh Child Care Center Construction Management,New Hampshire,06/24/2021,07/12/2021
5643,Bristol Streambank Stabilization,Vermont,06/24/2021,07/20/2021
5644,"Furnish material and labor to install approximately 15,525 square feet of Linoleum Floor Tiles.",Massachusetts,06/24/2021,07/07/2021
5645,Jericho Dry Laid Stone Masonry Wall Reconstruction,Vermont,06/24/2021,07/13/2021
5646,ON-SITE SOLAR PV SYSTEM SERVICES,Tennessee,06/24/2021,07/21/2021
5647,Dairy products,Illinois,06/24/2021,07/07/2021
5648,Bakery items,Illinois,06/24/2021,07/07/2021
5649,Cafeteria foods,Illinois,06/24/2021,07/07/2021
5650,"CMF 125687 TIE - CABLE, 15""LONG X 5/16"" WIDE",California,06/24/2021,07/01/2021
5651,"VEGETATION REMOVAL SERVICES, (RE-QUOTE) TERM CONTRACT",Florida,06/24/2021,07/14/2021
5652,Propane and gas/diesel fuel for the 2021-2022 school year,Illinois,06/24/2021,07/07/2021
5653,Tumble Trak,Illinois,06/24/2021,07/06/2021
5654,Invitation for Bid FOR Mt Everett Regional School Gymnasium - Installation of Bleachers,Massachusetts,06/24/2021,07/14/2021
5655,2021 Crack Seal Project,Kansas,06/24/2021,07/02/2021
5656,City Street Light Replacement Project,Iowa,06/24/2021,07/13/2021
5657,"Request for Proposal for On-Call Electrical, Plumbing, Mechanical and HVAC Contractors",Oregon,06/24/2021,07/01/2021
5658,Direct Capture Vehicle Exhaust Removal System,Ohio,06/24/2021,07/20/2021
5659,"Union and Ardmore Road Safety and Training Center Grading, Sewer, Water, and Storm Drains",California,06/24/2021,07/15/2021
5660,Warner Electric Components (OEM),Florida,06/24/2021,07/21/2021
5661,CPS Chemical Disposal Package,Illinois,06/24/2021,07/13/2021
5662,Phillips MEP - Only pre-qualified General Contractors are invited to bid,Illinois,06/24/2021,07/13/2021
5663,Executive Search Services,Missouri,06/24/2021,07/16/2021
5664,RFQ for Architect for Goody's,Georgia,06/24/2021,07/16/2021
5665,Physical Examination Services for Bus Drivers,Georgia,06/24/2021,07/20/2021
5666,T32-D2-Drainage Rehab. - A4 SR28 - 121818,Georgia,06/24/2021,07/14/2021
5667,"Roadway paint (white and yellow), and glass beads",Massachusetts,06/24/2021,07/07/2021
5668,T32-D2-Bridge Maint. - A4 SR415 - 121797,Georgia,06/24/2021,07/14/2021
5669,Furnishing and placing 3000 psi and 4000 psi cement concrete and controlled density fill,Massachusetts,06/24/2021,07/07/2021
5670,CRWS - GROUNDS MAINTENANCE FY21,Texas,06/24/2021,07/07/2021
5671,Genetec Integrator/Service Provider,Georgia,06/24/2021,07/15/2021
5672,Audio/Visual Systems Upgrade at USAR Warehouse,California,06/24/2021,07/21/2021
5673,Proposal N Release G Residential Demolition,Michigan,06/24/2021,07/07/2021
5674,2021-2024 Fire Hydrant Flow Testing Services,Illinois,06/24/2021,07/07/2021
5675,2021-2024 Leak Detection Services,Illinois,06/24/2021,07/07/2021
5676,PROVIDING PROFESSIONAL PRELIMINARY ASSESSMENT / SITE INVESTIGATION (PASI) SERVICES CAROL AND DOUGLAS MOLOGY,New Jersey,06/24/2021,07/07/2021
5677,Providing Professional Consultant Services to Administer the Monmouth County Municipal Open Space Grant Program,New Jersey,06/24/2021,07/07/2021
5678,Oak Drive Paving Project,Georgia,06/24/2021,07/20/2021
5679,AMATS: O’Malley Road Reconstruction Phase II Livingston Street to Hillside Drive,Alaska,06/24/2021,07/14/2021
5680,PROFESSIONAL SURVEYING SERVICES CAROL AND DOUGLAS MOLOGY,New Jersey,06/24/2021,07/07/2021
5681,Montana State Prison August Meat Bid.,Montana,06/24/2021,07/06/2021
5682,Henie Hills and John Paul Steiger Reservoir Repairs,California,06/24/2021,08/05/2021
5683,2021-2022 New Sidewalk Construction,Michigan,06/24/2021,07/13/2021
5684,BNP 5.24.21. Residential Demolition,Michigan,06/24/2021,07/01/2021
5685,CONSTRUCT STREETLIGHT AND MISCELLANEOUS UNDERGROUND CONDUIT SYSTEM AND RELATED SUBSTRUCTURE IMPROVEMENTS – CITYWIDE,California,06/24/2021,07/20/2021
5686,Mobile Truck Washing,California,06/24/2021,07/06/2021
5687,Architectural/Design Services for PSU Strength and Conditioning Center,New Hampshire,06/24/2021,07/28/2021
5688,Airport Landscaping Services,California,06/24/2021,07/22/2021
5689,New Gas Line and Boiler at 6 Leavitt Lane,New Hampshire,06/24/2021,07/21/2021
5690,"Surveying and Platting of Nenana-Totchaket Sub, Phase 1A",Alaska,06/24/2021,07/16/2021
5691,Espresso/Specialty Coffee Cart Service,Washington,06/24/2021,07/16/2021
5692,Blake Island State Park - Pre-Design Report,Washington,06/24/2021,07/13/2021
5693,Temporary Event Staffing Services - Esports Arlington & Expo Center,Texas,06/24/2021,07/08/2021
5694,"Mechanical Upgrade, Admin Building-Boiler Installation",South Carolina,06/24/2021,07/15/2021
5695,FitnessGram,South Carolina,06/24/2021,07/20/2021
5696,"Corrugated Aluminized Pipe, CS",North Carolina,06/24/2021,07/08/2021
5697,Jones PSC Biology Labs Renovation,South Carolina,06/24/2021,07/20/2021
5698,Corrugated Aluminum Pipe,North Carolina,06/24/2021,07/08/2021
5699,Broadband Stock Material,Tennessee,06/24/2021,07/08/2021
5700,Air Filtration System,Missouri,06/24/2021,07/08/2021
5701,"Printing Services for University of Minnesota Morris Admissions, Alumni and Development",Minnesota,06/24/2021,07/16/2021
5702,Urgent Repair & Housing Repair (7) Properties,North Carolina,06/24/2021,07/06/2021
5703,Request for Sealed Bids - Professional Audit Services,Wyoming,06/24/2021,07/16/2021
5704,Cedar Lake North Shore and Levee Construction,Iowa,06/24/2021,07/21/2021
5705,Battle Park Multi-Use Natural Surface Trail Re-Bid,North Carolina,06/24/2021,07/08/2021
5706,"6th Street SW from 76th Avenue to 2,000' South",Iowa,06/24/2021,07/14/2021
5707,Student Yearbooks,Mississippi,06/24/2021,07/08/2021
5708,Parts Washer Solvent Service,Illinois,06/24/2021,07/16/2021
5709,Oakdale Borough - Clinton Avenue Extenstion Stream Bank Stabilization,Pennsylvania,06/24/2021,07/08/2021
5710,Bare Equipment Rental of Particular Matter (PM) Street Sweepers in Orange County,California,06/24/2021,07/15/2021
5711,Safety Fence Repairs at Various Parks,Georgia,06/24/2021,07/13/2021
5712,Financial Auditing services,California,06/24/2021,07/15/2021
5713,Pick Up Mounted Cone Setting Platform,Pennsylvania,06/24/2021,07/17/2021
5714,"geological exploration drilling at the Oroville Dam Site in Oroville, California",California,06/24/2021,07/15/2021
5715,Waterford Village Elementary Demolition,Michigan,06/24/2021,07/15/2021
5716,LANDSCAPING AT VARIOUS SCHOOLS,Connecticut,06/24/2021,07/02/2021
5717,ITB Car Wash Repair and Maintenance,Texas,06/24/2021,07/15/2021
5718,"Electric Engineering Contract, SCADA, Switchgear, Cad Design",Iowa,06/24/2021,07/21/2021
5719,719 River Street Woonsocket Demolition,Rhode Island,06/24/2021,07/23/2021
5720,10 Hour Cal Osha Construction Training,California,06/24/2021,07/07/2021
5721,FURNISH MAGNETIC FLOW METER ASSEMBLIES AT LOS COYOTES WATER RECLAMATION PLANT (LCWRP),California,06/24/2021,07/14/2021
5722,F-513(5) Freight Services Long Haul LTL Statewide,Minnesota,06/24/2021,07/14/2021
5723,"DUCTILE IRON COMPACT MECHANICAL JOINT FITTINGS, 4” – 24”",Florida,06/24/2021,07/13/2021
5724,PUMP MIX CONCRETE,California,06/24/2021,07/07/2021
5725,Financial Services for American Rescue Plan Act of 2021,Illinois,06/24/2021,07/13/2021
5726,Altamira Water Main Relocation,California,06/24/2021,07/07/2021
5727,South US95 Sewer/Water Extension - Distribution,Idaho,06/24/2021,07/06/2021
5728,Web Hosting Services,Missouri,06/24/2021,07/02/2021
5729,"Diplomas and Diploma Covers, Term Contract",Florida,06/24/2021,07/14/2021
5730,ANNUAL CONTRACT FOR SERVICE SADDLES,Texas,06/24/2021,07/15/2021
5731,Shimadzu Pyro-GC accessory for GC-MS 2010,Mississippi,06/24/2021,07/07/2021
5732,ELEVATOR REPLACEMENT PROJECT FOR SAWS HQ,Texas,06/24/2021,07/15/2021
5733,Fiber Optic Cable blanket,Missouri,06/24/2021,07/06/2021
5734,"Surveying and Platting of Nenana-Totchaket Sub, Phase 1A",Alaska,06/24/2021,07/16/2021
5735,Louise Pound Hall Global Education Center Renovation-12051,Nebraska,06/24/2021,07/15/2021
5736,Entry Level Oral Examination Administrator,Pennsylvania,06/24/2021,07/02/2021
5737,Apple iMacs and iPads,Mississippi,06/24/2021,07/02/2021
5738,Socastee High School Facade and Foundation Repairs,South Carolina,06/24/2021,07/19/2021
5739,Garden City Drainage Improvements Sites 2-7,South Carolina,06/24/2021,07/14/2021
5740,21025601 - SOFTWARE PLATFORM - CLOUD -BASED - TRAINING,California,06/24/2021,07/01/2021
5741,Corporate Hangar Development Infrastructure - Sanitary Main and Three-Phase Power Extension at the Indianapolis Regional Airport,Indiana,06/24/2021,07/14/2021
5742,2021 Pavement Marking Program,Indiana,06/24/2021,07/19/2021
5743,"Professional Appraiser to provide appraisal support for the Cyclical Reassessment for residential, agricultural, commercial, utility, exempt and industrial parcels, new construction, annual adjustments",Indiana,06/24/2021,07/14/2021
5744,2021 Street Repaving Package,Indiana,06/24/2021,07/13/2021
5745,MDC REPLACEMENT HARDWARE - PANASONIC (BRAND ONLY),California,06/24/2021,07/01/2021
5746,IMPROVEMENTS CITY OF LOGANSPORT,Indiana,06/24/2021,07/14/2021
5747,937172- GUARDRAIL MATERIALS,California,06/24/2021,07/01/2021
5748,DHS Murray IFB Portable Chillers,Illinois,06/24/2021,07/07/2021
5749,Long-Range Wheel Kits for Metal Detectors,Texas,06/24/2021,07/15/2021
5750,Kiewit Hall Waterproofing & Joint Sealants,Nebraska,06/24/2021,07/13/2021
5751,THREADED BRASS FITTINGS (SHELTERED MARKET SOLICITATION),Florida,06/24/2021,07/13/2021
5752,Dutch Harbor Rural Trooper Housing Lease,Alaska,06/24/2021,07/13/2021
5753,Invariant Software Maintenance Renewal,California,06/24/2021,07/08/2021
5754,LOCALIZED ASPHALT POTHOLE REPAIRS AT VARIOUS LOCATIONS CITYWIDE,California,06/24/2021,07/13/2021
5755,Temporary Employment Services - Administrative,Colorado,06/24/2021,07/08/2021
5756,"Paper Bags, Plastic Bags, Rolled Paper, and Related Items",California,06/24/2021,07/07/2021
5757,TAXIWAY REHABILITATION,Oklahoma,06/24/2021,07/14/2021
5758,2021 Main Street Utility Improvements,Utah,06/24/2021,07/14/2021
5759,DFCM Construction-USU Mehdi Heravi Global Teaching/Learning Center-22214770,Utah,06/24/2021,07/15/2021
5760,"Water Efficient Shower Heads, Water Hose Nozzles, Aerators and Buckets",California,06/24/2021,07/01/2021
5761,Los Pinos Pest Control,California,06/24/2021,07/05/2021
5762,"Purchase of Steel: Plates, Flat & Tubing",Texas,06/24/2021,07/02/2021
5763,"FIXED HAMMERS, INSERTS AND WEAR PARTS",New Jersey,06/24/2021,07/13/2021
5764,Event Rental Services,Texas,06/24/2021,07/12/2021
5765,HOWARD DITCH LATERAL A TILE REPLACEMENT PROJECT,Indiana,06/24/2021,07/13/2021
5766,DOW/HCWP/CHEMICAL FEED HOSE,Ohio,06/24/2021,07/10/2021
5767,General rehabilitation of an owner-occupied residence located at 425 Cutler Street,Iowa,06/24/2021,07/07/2021
5768,Water Treatment Chemicals,California,06/24/2021,07/08/2021
5769,CAL FIRE RRU Laundry Service,California,06/24/2021,07/09/2021
5770,CONSULTANT FOR PLAN REVIEW SERVICES,California,06/24/2021,07/09/2021
5771,Water and Sewer Testing for Baseline Conservation Camp,California,06/24/2021,07/09/2021
5772,Malibu Creek State Park and Los Encinos State Historic Park Refuse Pickup and Hauling,California,06/24/2021,07/09/2021
5773,Fuel Tank and Components Installation,South Carolina,06/24/2021,07/08/2021
5774,Cashiers Truck,Wisconsin,06/24/2021,07/09/2021
5775,Food Truck and Alcohol Services,Florida,06/24/2021,07/07/2021
5776,"Construction of an Advanced Manufacturing Center at Cayuga CommunityCollege on the Fulton River Glen Campus in Fulton, NY",New York,06/24/2021,07/19/2021
5777,"STC FOR CONCRETE CULVERT PIPESLOT 5, LOT 6, LOT 8 ONLY",South Carolina,06/24/2021,07/09/2021
5778,USC 1206 Flora-Facility Services Infrastructure-Wall Panel Installation,South Carolina,06/24/2021,07/08/2021
5779,Locker room lockers,Kansas,06/24/2021,07/08/2021
5780,Purchase Pull Type Rotary Cutter,Nebraska,06/24/2021,07/08/2021
5781,STEM IN PERSON & FACE TO FACE TUTORING SERVICES,South Carolina,06/24/2021,07/08/2021
5782,Corrosion Inhibitor Contract,Tennessee,06/24/2021,07/07/2021
5783,Fire Resistant Clothing Rental,Tennessee,06/24/2021,07/07/2021
5784,LIGHT FIXTURES AS NEEDED BASIS,Alabama,06/24/2021,07/07/2021
5785,Liquid Sodium Bisulfite Contract,Tennessee,06/24/2021,07/07/2021
5786,Landscape Forms Contract,South Carolina,06/24/2021,07/07/2021
5787,Foundation Repair Project,Maine,06/24/2021,07/07/2021
5788,Skinner West Chiller Repair - Only pre-qualified Various Trades vendors are invited to bid,Illinois,06/24/2021,07/06/2021
5789,Golf / Ventrac,Ohio,06/24/2021,07/07/2021
